,close,PCT_CHG,delta,symbol,name,source,date,revision,date_stamp
279,10893.74,0.0189,201.63,BK0547,黄金概念,eastmoney,2021-12-31 00:00:00,1640908800,1640908800
280,1286.98,0.0189,23.93,BK0806,精准医疗,eastmoney,2021-12-31 00:00:00,1640908800,1640908800
281,4148.26,0.019,77.21,BK0690,氟化工,eastmoney,2021-12-31 00:00:00,1640908800,1640908800
282,2835.32,0.0192,53.36,BK0699,全息技术,eastmoney,2021-12-31 00:00:00,1640908800,1640908800
283,1435.01,0.019299999999999998,27.15,BK0601,海工装备,eastmoney,2021-12-31 00:00:00,1640908800,1640908800
284,2221.86,0.0195,42.43,BK0960,无线充电,eastmoney,2021-12-31 00:00:00,1640908800,1640908800
285,1556.08,0.019799999999999998,30.25,BK0925,北交所概念,eastmoney,2021-12-31 00:00:00,1640908800,1640908800
286,2254.08,0.019799999999999998,43.86,BK0899,CRO,eastmoney,2021-12-31 00:00:00,1640908800,1640908800
287,1093.16,0.0199,21.3,BK0998,机器视觉,eastmoney,2021-12-31 00:00:00,1640908800,1640908800
288,1021.79,0.0202,20.22,BK1055,虚拟数字人,eastmoney,2021-12-31 00:00:00,1640908800,1640908800
289,1082.61,0.0206,21.89,BK1006,碳基材料,eastmoney,2021-12-31 00:00:00,1640908800,1640908800
290,2794.13,0.0208,56.87,BK0679,超导概念,eastmoney,2021-12-31 00:00:00,1640908800,1640908800
291,2572.36,0.021099999999999997,53.12,BK0638,创业成份,eastmoney,2021-12-31 00:00:00,1640908800,1640908800
292,1350.75,0.021099999999999997,27.92,BK0814,大飞机,eastmoney,2021-12-31 00:00:00,1640908800,1640908800
293,1569.15,0.0212,32.52,BK0900,新能源车,eastmoney,2021-12-31 00:00:00,1640908800,1640908800
294,1959.36,0.0212,40.66,BK0700,充电桩,eastmoney,2021-12-31 00:00:00,1640908800,1640908800
295,1281.96,0.021400000000000002,26.84,BK0845,百度概念,eastmoney,2021-12-31 00:00:00,1640908800,1640908800
296,1298.31,0.0216,27.51,BK0892,乳业,eastmoney,2021-12-31 00:00:00,1640908800,1640908800
297,1082.34,0.0218,23.07,BK0923,字节概念,eastmoney,2021-12-31 00:00:00,1640908800,1640908800
298,2127.07,0.0219,45.6,BK0623,海洋经济,eastmoney,2021-12-31 00:00:00,1640908800,1640908800
299,1057.56,0.0222,22.94,BK1026,调味品概念,eastmoney,2021-12-31 00:00:00,1640908800,1640908800
300,1409.03,0.0222,30.63,BK0976,被动元件,eastmoney,2021-12-31 00:00:00,1640908800,1640908800
301,2292.18,0.0223,49.99,BK0617,石墨烯,eastmoney,2021-12-31 00:00:00,1640908800,1640908800
302,964.04,0.022400000000000003,21.12,BK0957,拼多多概念,eastmoney,2021-12-31 00:00:00,1640908800,1640908800
